form_name,field_name,page
05a - Period 1 Final v1.0,ECG Rhythm assessment and interpretation,145
05a - Period 1 Final v1.0,Was the ECG clinically significant? (Medic to assess),146
05a - Period 1 Final v1.0,ECG Findings,146
05a - Period 1 Final v1.0,"ECG Findings, including rhythm assessment",146
05a - Period 1 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,146
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,147
05a - Period 1 Final v1.0,Barcode:,147
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,147
05a - Period 1 Final v1.0,Has the participant been provided with water 2 hrs post-dose?,147
05a - Period 1 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,147
05a - Period 1 Final v1.0,Degree of Sleepiness,147
05a - Period 1 Final v1.0,Vital Signs,148
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),149
05a - Period 1 Final v1.0,Vital Sign Findings,149
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),149
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,150
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,150
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,150
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,150
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),150
05a - Period 1 Final v1.0,Vital Sign Findings,151
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,151
05a - Period 1 Final v1.0,Barcode:,151
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,151
05a - Period 1 Final v1.0,Confirm Lunch Provided,151
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,152
05a - Period 1 Final v1.0,Barcode:,152
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,152
05a - Period 1 Final v1.0,Vital Signs,152
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),153
05a - Period 1 Final v1.0,Vital Sign Findings,153
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),153
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,154
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,154
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,154
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,155
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),155
05a - Period 1 Final v1.0,Vital Sign Findings,155
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,155
05a - Period 1 Final v1.0,Barcode:,155
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,155
05a - Period 1 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,156
05a - Period 1 Final v1.0,Degree of Sleepiness,156
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,156
05a - Period 1 Final v1.0,Barcode:,156
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,157
05a - Period 1 Final v1.0,Vital Signs,157
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),157
05a - Period 1 Final v1.0,Vital Sign Findings,158
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),158
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,158
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,158
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,159
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,159
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),159
05a - Period 1 Final v1.0,Vital Sign Findings,159
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,160
05a - Period 1 Final v1.0,Barcode:,160
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,160
05a - Period 1 Final v1.0,Confirm Dinner Provided,160
05a - Period 1 Final v1.0,12 Lead Standard ECG,160
05a - Period 1 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",160
05a - Period 1 Final v1.0,ECG Rhythm assessment and interpretation,161
05a - Period 1 Final v1.0,Was the ECG clinically significant? (Medic to assess),161
05a - Period 1 Final v1.0,ECG Findings,161
05a - Period 1 Final v1.0,"ECG Findings, including rhythm assessment",162
05a - Period 1 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,162
05a - Period 1 Final v1.0,Vital Signs,162
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),163
05a - Period 1 Final v1.0,Vital Sign Findings,163
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),163
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,164
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,164
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,164
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,164
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),164
05a - Period 1 Final v1.0,Vital Sign Findings,165
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,165
05a - Period 1 Final v1.0,Barcode:,165
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,165
05a - Period 1 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,165
05a - Period 1 Final v1.0,Degree of Sleepiness,166
05a - Period 1 Final v1.0,Confirm Evening Snack Provided,166
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,166
05a - Period 1 Final v1.0,Barcode:,166
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,167
05a - Period 1 Final v1.0,Record time of urine sample (Collect Urine Sample),167
05a - Period 1 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",167
05a - Period 1 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",168
05a - Period 1 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",168
05a - Period 1 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",168
05a - Period 1 Final v1.0,What was the protein result?,169
05a - Period 1 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",169
05a - Period 1 Final v1.0,What was the blood result? (Perform urinalysis and read results),169
05a - Period 1 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),170
05a - Period 1 Final v1.0,Record pH value (Perform urinalysis and read results),170
05a - Period 1 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),171
05a - Period 1 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),172
05a - Period 1 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",172
05a - Period 1 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),172
05a - Period 1 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,173
05a - Period 1 Final v1.0,Ensure events are repeated to capture this data.,173
05a - Period 1 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),173
05a - Period 1 Final v1.0,Barcode:,173
05a - Period 1 Final v1.0,Confirm TDL form completed:,173
05a - Period 1 Final v1.0,Has there been a medic review of the Microscopy results?,173
05a - Period 1 Final v1.0,12 Lead Standard ECG,174
05a - Period 1 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",174
05a - Period 1 Final v1.0,ECG Rhythm assessment and interpretation,174
05a - Period 1 Final v1.0,Was the ECG clinically significant? (Medic to assess),174
05a - Period 1 Final v1.0,ECG Findings,175
05a - Period 1 Final v1.0,"ECG Findings, including rhythm assessment",175
05a - Period 1 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,175
05a - Period 1 Final v1.0,Vital Signs,175
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),176
05a - Period 1 Final v1.0,Vital Sign Findings,176
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),177
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,177
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,177
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,177
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,178
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),178
05a - Period 1 Final v1.0,Vital Sign Findings,178
05a - Period 1 Final v1.0,Has the participant fasted for 8 hours?,178
05a - Period 1 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),179
05a - Period 1 Final v1.0,Barcode:,179
05a - Period 1 Final v1.0,Has there been a medic review of the Haematology blood results?,179
05a - Period 1 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),179
05a - Period 1 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,179
05a - Period 1 Final v1.0,Confirm TDL form completed:,180
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,180
05a - Period 1 Final v1.0,Barcode:,180
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,180
05a - Period 1 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,180
05a - Period 1 Final v1.0,Degree of Sleepiness,180
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,181
05a - Period 1 Final v1.0,Barcode:,181
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,181
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,182
05a - Period 1 Final v1.0,Vital Signs,182
05a - Period 1 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),182
05a - Period 1 Final v1.0,Vital Sign Findings,183
05a - Period 1 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),183
05a - Period 1 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,183
05a - Period 1 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,183
05a - Period 1 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,184
05a - Period 1 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,184
05a - Period 1 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),184
05a - Period 1 Final v1.0,Vital Sign Findings,184
05a - Period 1 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,185
05a - Period 1 Final v1.0,Barcode:,185
05a - Period 1 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,185
05a - Period 1 Final v1.0,C-SSRS Questionnaire - Date and Time (Transcribe from C-SSRS paper source workbook),185
05a - Period 1 Final v1.0,1. Wish to be dead,185
05a - Period 1 Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",185
05a - Period 1 Final v1.0,2. Non-specific Active Suicidal Thoughts,186
05a - Period 1 Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",186
05a - Period 1 Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,186
05a - Period 1 Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",186
05a - Period 1 Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",186
05a - Period 1 Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",186
05a - Period 1 Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,187
05a - Period 1 Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,187
05a - Period 1 Final v1.0,Most Severe Ideation,187
05a - Period 1 Final v1.0,"The following feature should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.",187
05a - Period 1 Final v1.0,Frequency,188
05a - Period 1 Final v1.0,Duration,188
05a - Period 1 Final v1.0,Controllability,188
05a - Period 1 Final v1.0,Deterrents,189
05a - Period 1 Final v1.0,Reasons for Ideation,190
05a - Period 1 Final v1.0,Or both?),190
05a - Period 1 Final v1.0,Actual Attempt (Since Last Visit),191
05a - Period 1 Final v1.0,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred.",191
05a - Period 1 Final v1.0,Have you done anything to harm yourself?,191
05a - Period 1 Final v1.0,"Have you done anything dangerous where you could have died?  (What did you do?  Did you ___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you___?  Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",191
05a - Period 1 Final v1.0,Total Number of Attempts,191
05a - Period 1 Final v1.0,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Since Last Visit),192
05a - Period 1 Final v1.0,Interrupted Attempt (Since Last Visit),192
05a - Period 1 Final v1.0,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so.",192
05a - Period 1 Final v1.0,Total Number of Interrupted,192
05a - Period 1 Final v1.0,Aborted Attempt (Since Last Visit),193
05a - Period 1 Final v1.0,"When person begins to take steps towards making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behaviour. Examples are similar to interrupted attempts, except that the individual stops him/herself instead of being stopped by something else.",193
05a - Period 1 Final v1.0,Total Number of Aborted,193
05a - Period 1 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",193
05a - Period 1 Final v1.0,Preparatory Acts or Behaviour (Since Last Visit),194
05a - Period 1 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",194
05a - Period 1 Final v1.0,Suicidal Behaviour (Since Last Visit),194
05a - Period 1 Final v1.0,Suicidal behaviour was present during the assessment period?,194
05a - Period 1 Final v1.0,Suicide (Since Last Visit),194
05a - Period 1 Final v1.0,Most Lethal Attempt Date,195
05a - Period 1 Final v1.0,Actual Lethality/Medical Damage - Most Lethal Attempt,195
05a - Period 1 Final v1.0,Potential Lethality - Most Lethal Attempt Code,196
05a - Period 1 Final v1.0,Confirm Evening Snack Provided,196
05a - Period 1 Final v1.0,Start time of fast (Includes all food and drink except water),196
05a - Period 1 Final v1.0,PRE-DOSE Triplicate ECG 1: 12 Lead Standard ECG (Supine for a minimum 3 minutes),196
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 1: ECG Rhythm assessment and interpretation,197
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 1: Was the ECG clinically significant? (Medic to assess),197
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 1: ECG Findings,198
05b - Period 2 Final v1.0,"PRE-DOSE Triplicate ECG 1: ECG Findings, including rhythm assessment",198
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 2: 12 Lead Standard ECG (To be performed at least 2 minutes after,198
05b - Period 2 Final v1.0,ECG1),198
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 2: ECG Rhythm assessment and interpretation,198
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 2: Was the ECG clinically significant? (Medic to assess),199
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 2: ECG Findings,199
05b - Period 2 Final v1.0,"PRE-DOSE Triplicate ECG 2: ECG Findings, including rhythm assessment",199
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 3: 12 Lead Standard ECG (To be performed at least 2 minutes after,199
05b - Period 2 Final v1.0,ECG2),199
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 3: ECG Rhythm assessment and interpretation,200
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 3: Was the ECG clinically significant? (Medic to assess),201
05b - Period 2 Final v1.0,PRE-DOSE Triplicate ECG 3: ECG Findings,201
05b - Period 2 Final v1.0,"PRE-DOSE Triplicate ECG 3: ECG Findings, including rhythm assessment",201
05b - Period 2 Final v1.0,PRE-DOSE - Mean values,202
05b - Period 2 Final v1.0,"Withdraw if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec",202
05b - Period 2 Final v1.0,Please transcribe the baseline value for QTcF for withdrawal purposes for Period 2 post dose,202
05b - Period 2 Final v1.0,PRE-DOSE - Vital Signs (Supine for at least 3 minutes),202
05b - Period 2 Final v1.0,PRE-DOSE - Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),203
05b - Period 2 Final v1.0,PRE-DOSE - Vital Sign Findings,203
05b - Period 2 Final v1.0,PRE-DOSE - Vital Signs (Standing),203
05b - Period 2 Final v1.0,PRE-DOSE - Is there a drop in SYSTOLIC BP from supine to standing?,204
05b - Period 2 Final v1.0,PRE-DOSE - Is there a drop in DIASTOLIC BP from supine to standing?,204
05b - Period 2 Final v1.0,PRE-DOSE - Vital Signs Difference for SYSTOLIC Drop,204
05b - Period 2 Final v1.0,PRE-DOSE - Vital Signs Difference for DIASTOLIC Drop,204
05b - Period 2 Final v1.0,PRE-DOSE - Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),204
05b - Period 2 Final v1.0,PRE-DOSE - Vital Sign Findings,205
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,205
05b - Period 2 Final v1.0,Barcode:,205
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,205
05b - Period 2 Final v1.0,I confirm that the participant continues to be eligible to participate in this clinical study.,205
05b - Period 2 Final v1.0,Prandial state,205
05b - Period 2 Final v1.0,Has the participant fasted for 10 hours prior to breakfast?,206
05b - Period 2 Final v1.0,Participant should begin eating breakfast.,206
05b - Period 2 Final v1.0,Participant should stop eating breakfast.,206
05b - Period 2 Final v1.0,Total amount of breakfast consumed,206
05b - Period 2 Final v1.0,Please describe what was not eaten,207
05b - Period 2 Final v1.0,PI to authorise. Full meal must be consumed within 20 minutes to proceed with dosing.,207
05b - Period 2 Final v1.0,"Check the Volunteer ID in eSource matches the volunteer (Initials, DOB and Photographic ID)",207
05b - Period 2 Final v1.0,Check the volunteer panel number on the wristband matches eSource,207
05b - Period 2 Final v1.0,Check the participant number in eSource matches the Instruction to Dispense and Dose,207
05b - Period 2 Final v1.0,Has the participant refrained from drinking water for at least 1 hour prior to dosing?,208
05b - Period 2 Final v1.0,Has the participant fasted for 10 hours prior to dosing?,208
05b - Period 2 Final v1.0,"Has the participant consumed breakfast per the protocol requirements, over 20 minutes and",208
05b - Period 2 Final v1.0,Pre dose blood draws for PK sample taken?,208
05b - Period 2 Final v1.0,Have all required pre dose procedures been completed?,209
05b - Period 2 Final v1.0,Is the participant eligible to dose?,209
05b - Period 2 Final v1.0,Enter the product details,209
05b - Period 2 Final v1.0,Does the Product label match the Instruction to Dispense and Dose?,210
05b - Period 2 Final v1.0,Final check performed,210
05b - Period 2 Final v1.0,Time of administration of study treatment,210
05b - Period 2 Final v1.0,Has the participant been provided with 240 mL of water?,210
05b - Period 2 Final v1.0,Has a hand and mouth check been performed?,210
05b - Period 2 Final v1.0,Has the participant been reminded to refrain from water for 2 hours post-dose?,211
05b - Period 2 Final v1.0,Has the participant been advised to minimise exposure to sunlight from dosing for at least 7,211
05b - Period 2 Final v1.0,"Due to the unavailability of phototoxic data, participants will be advised to minimize exposure to sunlight by spending a reduced amount of time outdoors/remaining inside the clinical unit during the residential periods of the study wearing sunglasses and clothing that minimizes exposure to sunlight and using sun cream on exposed areas when going outdoors. They will also be advised not to use sunbeds.",211
05b - Period 2 Final v1.0,Confirm dosing is complete (Operator to complete (switch user)),211
05b - Period 2 Final v1.0,What is the status of the subject?,211
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,212
05b - Period 2 Final v1.0,Barcode:,212
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,212
05b - Period 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,212
05b - Period 2 Final v1.0,Degree of Sleepiness,212
05b - Period 2 Final v1.0,12 Lead Standard ECG,214
05b - Period 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",214
05b - Period 2 Final v1.0,ECG Rhythm assessment and interpretation,214
05b - Period 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),215
05b - Period 2 Final v1.0,ECG Findings,215
05b - Period 2 Final v1.0,"ECG Findings, including rhythm assessment",215
05b - Period 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,215
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,215
05b - Period 2 Final v1.0,Barcode:,215
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,216
05b - Period 2 Final v1.0,Has the participant been provided with water 2 hrs post-dose?,216
05b - Period 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,216
05b - Period 2 Final v1.0,Degree of Sleepiness,216
05b - Period 2 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,217
05b - Period 2 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,217
05b - Period 2 Final v1.0,"If yes, were there any clinically significant abnormal findings?",217
05b - Period 2 Final v1.0,Physical Examination Category,217
05b - Period 2 Final v1.0,Detailed findings of Physical Examination,218
05b - Period 2 Final v1.0,Targeted Neurological Examination:  Does the participant require a targeted neurological,219
05b - Period 2 Final v1.0,Targeted Neurological Examination: Any clinically significant abnormal,219
05b - Period 2 Final v1.0,"If yes, were there any clinically significant abnormal findings?",219
05b - Period 2 Final v1.0,Targeted Neurological Examination Category,219
05b - Period 2 Final v1.0,Detailed findings of Targeted Neurological Examination,220
05b - Period 2 Final v1.0,Vital Signs,220
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),221
05b - Period 2 Final v1.0,Vital Sign Findings,221
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),221
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,222
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,222
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,222
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,222
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),222
05b - Period 2 Final v1.0,Vital Sign Findings,223
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,223
05b - Period 2 Final v1.0,Barcode:,223
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,223
05b - Period 2 Final v1.0,Confirm Lunch Provided,223
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,224
05b - Period 2 Final v1.0,Barcode:,224
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,224
05b - Period 2 Final v1.0,Vital Signs,224
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),225
05b - Period 2 Final v1.0,Vital Sign Findings,225
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),225
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,226
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,226
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,226
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,227
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),227
05b - Period 2 Final v1.0,Vital Sign Findings,227
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,227
05b - Period 2 Final v1.0,Barcode:,227
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,227
05b - Period 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,228
05b - Period 2 Final v1.0,Degree of Sleepiness,228
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,228
05b - Period 2 Final v1.0,Barcode:,228
