form_name,field_name,page
03 - Screening Draft v0.1,Comment,52
03 - Screening Draft v0.1,Frequency (Months),52
03 - Screening Draft v0.1,Duration (Lifetime),52
03 - Screening Draft v0.1,Comment,53
03 - Screening Draft v0.1,Duration (Months),53
03 - Screening Draft v0.1,Staff Initials,53
03 - Screening Draft v0.1,Controllability (Lifetime),53
03 - Screening Draft v0.1,Comment,54
03 - Screening Draft v0.1,Controllability (Months),54
03 - Screening Draft v0.1,Staff Initials,54
03 - Screening Draft v0.1,Deterrents (Lifetime),54
03 - Screening Draft v0.1,Comment,55
03 - Screening Draft v0.1,Deterrents (Months),55
03 - Screening Draft v0.1,Staff Initials,55
03 - Screening Draft v0.1,Reasons for Ideation (Lifetime),55
03 - Screening Draft v0.1,Staff Initials,56
03 - Screening Draft v0.1,Comment,56
03 - Screening Draft v0.1,Reasons for Ideation (Months),57
03 - Screening Draft v0.1,Staff Initials,57
03 - Screening Draft v0.1,Comment,57
03 - Screening Draft v0.1,Actual Attempt (Lifetime),58
03 - Screening Draft v0.1,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred. (Have you made a suicide attempt? Have you done anything to harm yourself? Have you done anything dangerous where you could have died? (What did you do? Did you ___ as a way to end your life? Did you want to die (even a little) when you___? Were you trying to end your life when you___? Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",58
03 - Screening Draft v0.1,Staff Initials,58
03 - Screening Draft v0.1,Comment,58
03 - Screening Draft v0.1,Total Number of Attempts (Lifetime),58
03 - Screening Draft v0.1,Actual Attempt (Years),59
03 - Screening Draft v0.1,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred. (Have you made a suicide attempt? Have you done anything to harm yourself? Have you done anything dangerous where you could have died? (What did you do? Did you ___ as a way to end your life? Did you want to die (even a little) when you___? Were you trying to end your life when you___? Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",59
03 - Screening Draft v0.1,Staff Initials,59
03 - Screening Draft v0.1,Comment,59
03 - Screening Draft v0.1,Total Number of Attempts (Years),59
03 - Screening Draft v0.1,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Lifetime),60
03 - Screening Draft v0.1,Staff Initials,60
03 - Screening Draft v0.1,Comment,60
03 - Screening Draft v0.1,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Years),60
03 - Screening Draft v0.1,Interrupted Attempt (Lifetime),60
03 - Screening Draft v0.1,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so. (Has there been a time when you started to do something to end your life but someone or something stopped you before you actually did anything?)",60
03 - Screening Draft v0.1,Total Number of Interrupted (Lifetime),61
03 - Screening Draft v0.1,Staff Initials,61
03 - Screening Draft v0.1,Comment,61
03 - Screening Draft v0.1,Interrupted Attempt (Years),61
03 - Screening Draft v0.1,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so. (Has there been a time when you started to do something to end your life but someone or something stopped you before you actually did anything?)",61
03 - Screening Draft v0.1,Total Number of Interrupted (Years),61
03 - Screening Draft v0.1,Aborted Attempt (Lifetime),62
03 - Screening Draft v0.1,"When person begins to take steps towards making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behaviour. Examples are similar to interrupted attempts, except that the individual stops him/herself instead of being stopped by something else. (Has there been a time when you started to do something to try to end your life but you stopped yourself before you actually did anything?)",62
03 - Screening Draft v0.1,Staff Initials,62
03 - Screening Draft v0.1,Comment,62
03 - Screening Draft v0.1,Total Number of Aborted (Lifetime),62
03 - Screening Draft v0.1,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note). (Have you taken any steps towards making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away or writing a suicide note)?)",62
03 - Screening Draft v0.1,Aborted Attempt (Years),63
03 - Screening Draft v0.1,"When person begins to take steps towards making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behaviour. Examples are similar to interrupted attempts, except that the individual stops him/herself instead of being stopped by something else. (Has there been a time when you started to do something to try to end your life but you stopped yourself before you actually did anything?)",63
03 - Screening Draft v0.1,Staff Initials,63
03 - Screening Draft v0.1,Comment,63
03 - Screening Draft v0.1,Total Number of Aborted (Years),63
03 - Screening Draft v0.1,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note). (Have you taken any steps towards making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away or writing a suicide note)?)",63
03 - Screening Draft v0.1,Preparatory Acts or Behaviour (Lifetime),64
03 - Screening Draft v0.1,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note). (Have you taken any steps towards making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away or writing a suicide note)?)",64
03 - Screening Draft v0.1,Staff Initials,64
03 - Screening Draft v0.1,Comment,64
03 - Screening Draft v0.1,Preparatory Acts or Behaviour (Years),64
03 - Screening Draft v0.1,Suicidal Behaviour (Lifetime),65
03 - Screening Draft v0.1,Suicidal behaviour was present during the assessment period?,65
03 - Screening Draft v0.1,Staff Initials,65
03 - Screening Draft v0.1,Comment,65
03 - Screening Draft v0.1,Suicidal Behaviour (Years),65
03 - Screening Draft v0.1,Most Recent Attempt Date,65
03 - Screening Draft v0.1,Actual Lethality/Medical Damage - Most Recent Attempt,65
03 - Screening Draft v0.1,Comment,66
03 - Screening Draft v0.1,Potential Lethality - Most Recent Attempt Code,66
03 - Screening Draft v0.1,Staff Initials,66
03 - Screening Draft v0.1,Most Lethal Attempt Date,66
03 - Screening Draft v0.1,Actual Lethality/Medical Damage - Most Lethal Attempt,66
03 - Screening Draft v0.1,Comment,67
03 - Screening Draft v0.1,Potential Lethality - Most Lethal Attempt Code,67
03 - Screening Draft v0.1,Staff Initials,67
03 - Screening Draft v0.1,Initial/First Attempt Date,67
03 - Screening Draft v0.1,Actual Lethality/Medical Damage - Initial/First Attempt,68
03 - Screening Draft v0.1,Staff Initials,68
03 - Screening Draft v0.1,Comment,68
03 - Screening Draft v0.1,Potential Lethality - Initial/First Attempt Code,68
03 - Screening Draft v0.1,Date of GP report,69
03 - Screening Draft v0.1,Staff Initials,69
03 - Screening Draft v0.1,Comment,69
03 - Screening Draft v0.1,Has the participant taken part in a study at Quotient before?,69
03 - Screening Draft v0.1,Confirm GP report is dated within 24 months,69
03 - Screening Draft v0.1,Confirm GP report is dated within 12 months,69
03 - Screening Draft v0.1,Confirm if TOPS check is present with source documents,69
03 - Screening Draft v0.1,Physician Comment,70
03 - Screening Draft v0.1,Staff Initials,70
03 - Screening Draft v0.1,Comment,70
03 - Screening Draft v0.1,I confirm that the screening criteria have been reviewed and the participant is eligible to admit,70
03 - Screening Draft v0.1,for this clinical study,70
03 - Screening Draft v0.1,What was the final Screening outcome?,70
03 - Screening Draft v0.1,"If no, add reason for rejection",70
03 - Screening Draft v0.1,Record date of screening failure (or date of last contact),71
03 - Screening Draft v0.1,Staff Initials,71
03 - Screening Draft v0.1,Comment,71
03 - Screening Draft v0.1,What is the status of the subject?,71
Adverse Events Draft,Nature of Event,72
Adverse Events Draft,Staff Initials,72
Adverse Events Draft,Comment,72
Adverse Events Draft,What is the date the adverse event started? (Start Date),72
Adverse Events Draft,At what time did the adverse event start? (Start Time),72
Adverse Events Draft,What was the severity of the adverse event? (Severity),72
Adverse Events Draft,"Is the adverse event serious? (If 'Yes', inform PI. SAE form will be required.)",72
Adverse Events Draft,Staff Initials,73
Adverse Events Draft,Comment,73
Adverse Events Draft,Seriousness Criteria (tick all that apply),73
Adverse Events Draft,Specify important medical event,73
Adverse Events Draft,Is this event related to study treatment? (Relationship to Study Treatment),73
Adverse Events Draft,Staff Initials,74
Adverse Events Draft,Comment,74
Adverse Events Draft,Underlying Cause (Underlying Cause),74
Adverse Events Draft,What action was taken with study treatment? (Action Taken with Study Treatment),74
Adverse Events Draft,What was the outcome of this adverse event? (Outcome),74
Adverse Events Draft,Staff Initials,75
Adverse Events Draft,Comment,75
Adverse Events Draft,Specify sequelae,75
Adverse Events Draft,What date did the adverse event end? (End Date),75
Adverse Events Draft,At what time did the adverse event end? (End Time),75
Adverse Events Draft,Progress Notes (Progress Notes),76
Adverse Events Draft,Staff Initials,76
Adverse Events Draft,Comment,76
Adverse Events Draft,Affected Body System,76
Medical History Draft,Comment,77
Medical History Draft,What is the verbatim term for the medical history condition/event?,77
Medical History Draft,Staff Initials,77
Medical History Draft,What was the date the Medical History event or condition started?,77
Medical History Draft,Is the Medical History event or condition still ongoing?,77
Medical History Draft,What was the date the Medical History event or condition ended?,77
Medical History Draft,Staff Initials,78
Medical History Draft,Comment,78
Medical History Draft,What are the Medical History event or condition details?,78
Medical History Draft,"Other Body System, Specify",78
Medical History Draft,What was the term for the medication taken? (Medication),78
Medical History Draft,What was the start date of the medication? (Start Date),78
Prior and Concomitant Medications Draft,What was the start time of the medication? (Start Time),79
Prior and Concomitant Medications Draft,Staff Initials,79
Prior and Concomitant Medications Draft,Comment,79
Prior and Concomitant Medications Draft,Is the medication still ongoing? (Ongoing),79
Prior and Concomitant Medications Draft,What was the end date of the medication? (End Date),79
Prior and Concomitant Medications Draft,What was the end time of the medication? (End Time),79
Prior and Concomitant Medications Draft,What was the individual dose of the medication? (Dose),80
Prior and Concomitant Medications Draft,Staff Initials,80
Prior and Concomitant Medications Draft,Comment,80
Prior and Concomitant Medications Draft,What was the unit of the medication? (Dose Unit),80
Prior and Concomitant Medications Draft,"Other Unit (Other, specify)",80
Prior and Concomitant Medications Draft,For what indication was the medication/therapy taken? (Indication),80
Prior and Concomitant Medications Draft,What was the frequency of the medication? (Frequency),81
Prior and Concomitant Medications Draft,Staff Initials,81
Prior and Concomitant Medications Draft,Comment,81
Prior and Concomitant Medications Draft,"Other Frequency (Other, specify)",82
Prior and Concomitant Medications Draft,Staff Initials,82
Prior and Concomitant Medications Draft,Comment,82
Prior and Concomitant Medications Draft,What was the route of administration of the medication? (Route),82
Prior and Concomitant Medications Draft,Comment,83
Prior and Concomitant Medications Draft,"Other Route (Other, specify)",83
Prior and Concomitant Medications Draft,Staff Initials,83
Prior and Concomitant Medications Draft,Is this concomitant medication being taken in the clinical unit?,83
Prior and Concomitant Medications Draft,Administration Record 1,83
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 1),84
Prior and Concomitant Medications Draft,Staff Initials,84
Prior and Concomitant Medications Draft,Comment,84
Prior and Concomitant Medications Draft,Route Administered (Administration Record 1),84
Prior and Concomitant Medications Draft,Comment,85
Prior and Concomitant Medications Draft,Other Route (Administration Record 1),85
Prior and Concomitant Medications Draft,Staff Initials,85
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 1),85
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 1),85
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",85
Prior and Concomitant Medications Draft,1) (**OPERATOR TO COMPLETE** - SWITCH USER),85
Prior and Concomitant Medications Draft,Administration Record 2,85
Prior and Concomitant Medications Draft,Comment,86
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 2),86
Prior and Concomitant Medications Draft,Staff Initials,86
Prior and Concomitant Medications Draft,Route Administered (Administration Record 2),86
Prior and Concomitant Medications Draft,Comment,87
Prior and Concomitant Medications Draft,Other Route (Administration Record 2),87
Prior and Concomitant Medications Draft,Staff Initials,87
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 2),87
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 2),87
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",88
Prior and Concomitant Medications Draft,2) (**OPERATOR TO COMPLETE** - SWITCH USER),88
Prior and Concomitant Medications Draft,Staff Initials,88
Prior and Concomitant Medications Draft,Comment,88
Prior and Concomitant Medications Draft,Administration Record 3,88
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 3),88
Prior and Concomitant Medications Draft,Route Administered (Administration Record 3),88
Prior and Concomitant Medications Draft,Comment,89
Prior and Concomitant Medications Draft,Other Route (Administration Record 3),89
Prior and Concomitant Medications Draft,Staff Initials,89
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 3),90
Prior and Concomitant Medications Draft,Staff Initials,90
Prior and Concomitant Medications Draft,Comment,90
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 3),90
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",90
Prior and Concomitant Medications Draft,3) (**OPERATOR TO COMPLETE** - SWITCH USER),90
Prior and Concomitant Medications Draft,Administration Record 4,90
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 4),91
Prior and Concomitant Medications Draft,Staff Initials,91
Prior and Concomitant Medications Draft,Comment,91
Prior and Concomitant Medications Draft,Route Administered (Administration Record 4),91
Prior and Concomitant Medications Draft,Comment,92
Prior and Concomitant Medications Draft,Other Route (Administration Record 4),92
Prior and Concomitant Medications Draft,Staff Initials,92
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 4),92
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 4),92
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",92
Prior and Concomitant Medications Draft,4) (**OPERATOR TO COMPLETE** - SWITCH USER),92
Prior and Concomitant Medications Draft,Administration Record 5,92
Prior and Concomitant Medications Draft,Comment,93
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 5),93
Prior and Concomitant Medications Draft,Staff Initials,93
Prior and Concomitant Medications Draft,Route Administered (Administration Record 5),93
Prior and Concomitant Medications Draft,Comment,94
Prior and Concomitant Medications Draft,Other Route (Administration Record 5),94
Prior and Concomitant Medications Draft,Staff Initials,94
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 5),94
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 5),94
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",95
Prior and Concomitant Medications Draft,5) (**OPERATOR TO COMPLETE** - SWITCH USER),95
Prior and Concomitant Medications Draft,Staff Initials,95
Prior and Concomitant Medications Draft,Comment,95
Prior and Concomitant Medications Draft,Administration Record 6,95
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 6),95
Prior and Concomitant Medications Draft,Route Administered (Administration Record 6),95
Prior and Concomitant Medications Draft,Comment,96
Prior and Concomitant Medications Draft,Other Route (Administration Record 6),96
Prior and Concomitant Medications Draft,Staff Initials,96
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 6),97
Prior and Concomitant Medications Draft,Staff Initials,97
Prior and Concomitant Medications Draft,Comment,97
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 6),97
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",97
Prior and Concomitant Medications Draft,6) (**OPERATOR TO COMPLETE** - SWITCH USER),97
Prior and Concomitant Medications Draft,Administration Record 7,97
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 7),98
Prior and Concomitant Medications Draft,Staff Initials,98
Prior and Concomitant Medications Draft,Comment,98
Prior and Concomitant Medications Draft,Route Administered (Administration Record 7),98
Prior and Concomitant Medications Draft,Comment,99
Prior and Concomitant Medications Draft,Other Route (Administration Record 7),99
Prior and Concomitant Medications Draft,Staff Initials,99
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 7),99
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 7),99
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",99
Prior and Concomitant Medications Draft,7) (**OPERATOR TO COMPLETE** - SWITCH USER),99
Prior and Concomitant Medications Draft,Administration Record 8,99
Prior and Concomitant Medications Draft,Comment,100
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 8),100
Prior and Concomitant Medications Draft,Staff Initials,100
Prior and Concomitant Medications Draft,Route Administered (Administration Record 8),100
Prior and Concomitant Medications Draft,Comment,101
Prior and Concomitant Medications Draft,Other Route (Administration Record 8),101
Prior and Concomitant Medications Draft,Staff Initials,101
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 8),101
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 8),101
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",102
Prior and Concomitant Medications Draft,8) (**OPERATOR TO COMPLETE** - SWITCH USER),102
Prior and Concomitant Medications Draft,Staff Initials,102
Prior and Concomitant Medications Draft,Comment,102
Prior and Concomitant Medications Draft,Administration Record 9,102
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 9),102
Prior and Concomitant Medications Draft,Route Administered (Administration Record 9),102
Prior and Concomitant Medications Draft,Comment,103
Prior and Concomitant Medications Draft,Other Route (Administration Record 9),103
Prior and Concomitant Medications Draft,Staff Initials,103
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 9),104
Prior and Concomitant Medications Draft,Staff Initials,104
Prior and Concomitant Medications Draft,Comment,104
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 9),104
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",104
Prior and Concomitant Medications Draft,9) (**OPERATOR TO COMPLETE** - SWITCH USER),104
Prior and Concomitant Medications Draft,Administration Record 10,104
Prior and Concomitant Medications Draft,Expiry Date (Administration Record 10),105
Prior and Concomitant Medications Draft,Staff Initials,105
Prior and Concomitant Medications Draft,Comment,105
Prior and Concomitant Medications Draft,Route Administered (Administration Record 10),105
Prior and Concomitant Medications Draft,Comment,106
Prior and Concomitant Medications Draft,Other Route (Administration Record 10),106
Prior and Concomitant Medications Draft,Staff Initials,106
Prior and Concomitant Medications Draft,When was the last date/time the Con Med was given? (Administration Record 10),106
Prior and Concomitant Medications Draft,Dose at this administration (Administration Record 10),106
Prior and Concomitant Medications Draft,"Confirm administration is complete, and all details entered are correct (Administration Record",106
Prior and Concomitant Medications Draft,10) (**OPERATOR TO COMPLETE** - SWITCH USER),106
Protocol Deviations Draft,Date of Deviation,107
Protocol Deviations Draft,Staff Initials,107
Protocol Deviations Draft,Comment,107
Protocol Deviations Draft,Study Part,107
Protocol Deviations Draft,Timepoint (Period),107
Protocol Deviations Draft,Timepoint (Visit),107
Protocol Deviations Draft,Comment,109
Protocol Deviations Draft,Timepoint (Hour),109
Protocol Deviations Draft,Staff Initials,109
Protocol Deviations Draft,Comment,110
Protocol Deviations Draft,Select option the protocol deviation relates to from the list,110
Protocol Deviations Draft,Staff Initials,110
Protocol Deviations Draft,Comment,111
Protocol Deviations Draft,"Nature of Deviation Other, Please Specify",111
Protocol Deviations Draft,Staff Initials,111
Protocol Deviations Draft,Full Description,111
Protocol Deviations Draft,Assess impact of PD on study objectives,112
Protocol Deviations Draft,Staff Initials,112
Protocol Deviations Draft,Comment,112
Protocol Deviations Draft,Justification for assessment of impact,112
